student_id,XB,MZMC,ZZMMMC,JG,XSM,ZYM,internet_early_sum,internet_early_mean,internet_early_volatility,internet_early_trend,internet_early_continuity,internet_early_deviation,internet_early_cv,club_early_sum,club_early_mean,club_early_volatility,club_early_trend,club_early_continuity,club_early_deviation,club_early_cv,library_early_sum,library_early_mean,library_early_volatility,library_early_trend,library_early_continuity,library_early_deviation,library_early_cv,gate_early_sum,gate_early_mean,gate_early_volatility,gate_early_trend,gate_early_continuity,gate_early_deviation,gate_early_cv,library_early_late_ratio,library_early_weekend_ratio,library_early_hour_mean,gate_early_late_ratio,gate_early_weekend_ratio,gate_early_hour_mean,internet_library_interaction,late_gate_internet_interaction,club_library_balance,behavior_rhythm_gap,late_internet_mean,late_club_mean,late_library_mean,late_gate_mean,late_gate_ratio,clean_label_score,life_label_clean,life_instability_future_v1,life_instability_future_v2,life_instability_future_v3,data_split
pjxyqwbj059,女,汉族,共青团员,510000,计算机科学与技术学院,计算机科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.125,0.6959705453537527,-0.01392961876832845,0.03125,-0.12903225806451613,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.03125,0.0,0.507,0,0,0,0,train
pjxsqxbj953,女,汉族,共青团员,340000,经济与管理学院,大数据管理与应用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.375,1.2686114456365274,-0.030791788856304972,0.09375,-0.3870967741935484,3.3829638550307397,18.0,0.5625,1.197327753791751,-0.019428152492668615,0.25,0.4516129032258065,2.1285826734075575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,12.11111111111111,0.0,0.0,0.0,0.0,0.0,-0.1875,-0.2222222222222222,0.0,0.0,0.09375,0.125,0.0,0.42475999999999997,0,0,0,0,train
pjxyqxbj250,男,汉族,共青团员,500000,通信工程学院,信息工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.006964809384164225,0.03125,-0.06451612903225806,5.5677643628300215,216.0,6.75,14.049021318227117,0.8002199413489736,0.625,13.67741935483871,2.0813364915892025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2361111111111111,12.828703703703704,0.0,0.0,0.0,0.0,0.0,-6.6875,-0.2361111111111111,0.0,0.0,1.28125,0.0,0.0,0.41535999999999995,0,0,0,0,train
pjxyqxbk021,男,汉族,共青团员,610000,微电子学院,集成电路设计与集成系统,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.375,1.7633419974582356,-0.022727272727272724,0.0625,-0.3870967741935484,4.702245326555295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0625,0.0,0.507,0,0,0,0,train
pjxyqxbk043,男,汉族,共青团员,610000,物理学院,电子信息科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.507,0,0,0,0,train
pjxuqwbj944,男,汉族,共青团员,320000,微电子学院,集成电路设计与集成系统,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1875,0.582961190818051,-0.00916422287390029,0.09375,-0.1935483870967742,3.109126351029605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.507,1,1,0,0,train
pjxqqxbj947,女,汉族,群众,610000,人文学院,汉语言文学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40625,0.0,0.507,1,1,0,0,train
pjxyqxbj637,男,汉族,共青团员,430000,通信工程学院,通信工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.25,1.3919410907075054,-0.0190615835777126,0.03125,-0.25806451612903225,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqwbj209,男,汉族,共青团员,350000,计算机科学与技术学院,计算机科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqxbk900,男,汉族,群众,340000,电子工程学院,电子信息工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.507,0,0,0,0,train
pjxwxxbj924,女,汉族,共青团员,210000,电子工程学院,电子信息工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.125,0.4841229182759271,-0.010263929618768326,0.0625,-0.12903225806451613,3.872983346207417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.507,1,1,0,0,train
pjwrqxbj988,男,汉族,共青团员,230000,网络与信息安全学院,网络空间安全,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.25,0.82915619758885,-0.025659824046920816,0.09375,-0.25806451612903225,3.3166247903554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.3125,0.0,0.507,1,1,0,0,train
pjwtqxbj920,女,汉族,共青团员,530000,生命科学技术学院,生物医学工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1875,1.0439558180306292,-0.020894428152492657,0.03125,-0.1935483870967742,5.567764362830022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.507,1,1,0,0,train
pjxqqxbj997,女,汉族,共青团员,410000,人文学院,哲学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.9375,4.212611274494717,-0.08760997067448678,0.09375,-0.967741935483871,4.493452026127698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.507,1,1,0,0,train
pjxyqxbk556,男,汉族,共青团员,130000,光电工程学院,电子科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.125,0.6959705453537527,-0.01392961876832845,0.03125,-0.12903225806451613,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.25,0.875,0.66684,1,1,0,0,train
pjxyqxbj008,男,汉族,共青团员,370000,通信工程学院,信息工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.8125,2.591301555203485,-0.07587976539589443,0.15625,-0.8387096774193549,3.189294221788905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.0,0.0,0.0,0.0625,0.0,0.507,0,0,0,0,train
pjxyqwbk700,男,汉族,共青团员,610000,计算机科学与技术学院,计算机科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.25,0.9682458365518543,-0.026392961876832842,0.0625,-0.25806451612903225,3.872983346207417,285.0,8.90625,13.61836851232555,0.23955278592375376,0.5,31.064516129032256,1.529079973313746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,14.305263157894737,0.0,0.0,0.0,0.0,0.0,-8.65625,-0.21052631578947367,0.0,0.0,3.96875,0.0,0.0,0.40387999999999996,0,0,0,0,train
pjxyqxbj570,女,汉族,共青团员,450000,微电子学院,微电子科学与工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.125,0.4841229182759271,-0.011730205278592375,0.0625,-0.12903225806451613,3.872983346207417,158.0,4.9375,6.67053923982162,-0.07258064516129033,0.65625,-3.032258064516129,1.3509952890777965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27848101265822783,14.253164556962025,0.0,0.0,0.0,0.0,0.0,-4.8125,-0.27848101265822783,0.0,0.0,0.9375,1.8125,0.1724137931034483,0.56672,1,1,0,0,train
pjxrqxbj981,男,彝族,共青团员,520000,数学与统计学院,数学与应用数学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1875,1.0439558180306292,-0.020894428152492657,0.03125,-0.1935483870967742,5.567764362830022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.507,1,1,0,0,train
pjxyqxbk277,男,汉族,共青团员,610000,电子工程学院,信息对抗技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.006964809384164225,0.03125,-0.06451612903225806,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqxbk302,男,回族,共青团员,630000,光电工程学院,电子科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.25,0.82915619758885,-0.024193548387096767,0.09375,-0.25806451612903225,3.3166247903554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqxbl929,男,汉族,共青团员,610000,微电子学院,集成电路设计与集成系统,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1875,0.7680128579652817,-0.008431085043988264,0.0625,-0.1935483870967742,4.096068575814836,136.0,4.25,5.006246098625197,0.07844574780058652,0.6875,14.193548387096774,1.1779402585000462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27941176470588236,13.110294117647058,0.0,0.0,0.0,0.0,0.0,-4.0625,-0.27941176470588236,0.0,0.0,0.1875,0.0,0.0,0.42423999999999995,0,0,0,0,train
pjxqzxbj975,男,汉族,共青团员,430000,人文学院,录音艺术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.6875,3.4860211918460853,-0.07441348973607037,0.0625,-0.7096774193548387,5.0705762790488516,595.0,18.59375,27.141825858580333,1.910007331378299,0.71875,46.87096774193549,1.4597284495370935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2773109243697479,14.043697478991596,0.0,0.0,0.0,0.0,0.0,-17.90625,-0.2773109243697479,0.0,0.0,2.5,0.0,0.0,0.40828,0,0,0,0,train
pjxyqwbj054,男,汉族,共青团员,510000,计算机科学与技术学院,计算机科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.3125,1.7399263633843818,-0.034824046920821104,0.03125,-0.3225806451612903,5.5677643628300215,165.0,5.15625,6.694724485555772,-0.1251832844574778,0.5625,5.0,1.2983708093199073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2787878787878788,12.872727272727273,0.0,0.0,0.0,0.0,0.0,-4.84375,-0.2787878787878788,0.0,0.0,1.59375,0.0,0.0,0.41311999999999993,0,0,0,0,train
pjxyqxbk630,男,汉族,共青团员,350000,微电子学院,集成电路设计与集成系统,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.3125,0.8816709987291178,-0.02089442815249267,0.125,-0.3225806451612903,2.821347195933177,837.0,26.15625,29.7983948550505,1.0581011730205276,0.75,41.12903225806451,1.1392456814356224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2724014336917563,14.372759856630825,0.0,0.0,0.0,0.0,0.0,-25.84375,-0.2724014336917563,0.0,0.0,2.0,0.1875,0.0,0.41063999999999995,0,0,0,0,train
pjxyqwbj375,男,汉族,共青团员,340000,人工智能学院,人工智能,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.006964809384164225,0.03125,-0.06451612903225806,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxuqwbj507,男,汉族,群众,610000,机电工程学院,电气工程及其自动化,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.006964809384164225,0.03125,-0.06451612903225806,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.625,0.0,0.507,1,1,0,0,train
pjxwxxbj940,男,汉族,共青团员,130000,电子工程学院,电子信息工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.00476539589442815,0.03125,-0.06451612903225806,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.507,1,1,0,0,train
pjxyqxbk787,男,满族,共青团员,210000,通信工程学院,空间信息与数字技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqwbk583,男,汉族,共青团员,610000,人工智能学院,智能科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1875,0.7680128579652817,-0.020161290322580638,0.0625,-0.1935483870967742,4.096068575814836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,3.78125,0.09090909090909091,0.6522,1,1,0,0,train
pjxyqxbl878,男,汉族,共青团员,610000,光电工程学院,电子科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqwbk720,女,汉族,共青团员,610000,计算机科学与技术学院,数据科学与大数据技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.125,0.6959705453537527,-0.01392961876832845,0.03125,-0.12903225806451613,5.5677643628300215,266.0,8.3125,10.841002894105323,0.3801319648093841,0.65625,14.129032258064516,1.3041807992908658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3082706766917293,12.082706766917294,0.0,0.0,0.0,0.0,0.0,-8.1875,-0.3082706766917293,0.0,0.0,7.71875,0.125,0.5,0.55312,1,1,0,0,train
pjxyqwbj977,男,汉族,群众,360000,计算机科学与技术学院,计算机科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.0054985337243401745,0.03125,-0.06451612903225806,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqxbk640,男,汉族,共青团员,350000,微电子学院,微电子科学与工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.006964809384164225,0.03125,-0.06451612903225806,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxtzxfj983,男,汉族,共青团员,130000,光电工程学院,电子科学与技术（第二学士学位）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.507,1,1,0,0,train
pjxyqwbj309,女,汉族,共青团员,360000,计算机科学与技术学院,计算机科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.375,1.7633419974582356,-0.03958944281524925,0.0625,-0.3870967741935484,4.702245326555295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqxbk717,男,汉族,共青团员,430000,通信工程学院,信息工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.125,0.4841229182759271,-0.013196480938416421,0.0625,-0.12903225806451613,3.872983346207417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0625,0.0,0.507,0,0,0,0,train
pjxyqxbj455,男,汉族,共青团员,410000,通信工程学院,通信工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.006964809384164225,0.03125,-0.06451612903225806,5.5677643628300215,697.0,21.78125,17.303782778268456,0.0119134897360706,0.875,0.2258064516129039,0.7944347903939607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29124820659971307,14.480631276901004,0.0,0.0,0.0,0.0,0.0,-21.71875,-0.29124820659971307,0.0,0.0,5.40625,0.0,0.0,0.39947999999999995,0,0,0,0,train
pjxyqwbj986,男,汉族,共青团员,340000,网络与信息安全学院,信息安全,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.125,0.4841229182759271,-0.012463343108504395,0.0625,-0.12903225806451613,3.872983346207417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.09375,0.0,0.507,0,0,0,0,train
pjxyqxbj272,女,汉族,共青团员,640000,电子工程学院,信息对抗技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.125,0.6959705453537527,-0.01392961876832845,0.03125,-0.12903225806451613,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqxbk399,女,彝族,共青团员,510000,空间科学与技术学院,飞行器设计与工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1875,0.7680128579652817,-0.0025659824046920816,0.0625,-0.1935483870967742,4.096068575814836,129.0,4.03125,5.854935818392888,0.2281891495601173,0.5625,9.258064516129032,1.4523871797563752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3798449612403101,14.007751937984496,0.0,0.0,0.0,0.0,0.0,-3.84375,-0.3798449612403101,0.0,0.0,0.59375,0.0625,1.0,0.58078,1,1,0,0,train
pjxyqxbj145,男,汉族,共青团员,330000,电子工程学院,电子信息工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.5,1.3228756555322954,-0.03812316715542521,0.15625,-0.5161290322580645,2.6457513110645907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqxbk677,男,汉族,共青团员,350000,电子工程学院,电子信息工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.507,0,0,0,0,train
pjxyqxbj642,男,汉族,群众,440000,微电子学院,微电子科学与工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.006964809384164225,0.03125,-0.06451612903225806,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxuqwbj589,男,汉族,共青团员,620000,机电工程学院,电气工程及其自动化,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.0054985337243401745,0.03125,-0.06451612903225806,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.507,1,1,0,0,train
pjxuqwbj994,男,汉族,共青团员,630000,机电工程学院,电气工程及其自动化,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.006964809384164225,0.03125,-0.06451612903225806,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.15625,0.5067898356320892,-0.022910557184750723,0.09375,-0.16129032258064516,3.243454948045371,0.0,0.0,0.0,0.0,0.2,19.2,0.0,0.0,0.0625,0.2,0.0,0.0,0.0,1.59375,0.0,0.507,1,1,0,0,train
pjxyqwbj785,男,汉族,共青团员,450000,人工智能学院,人工智能,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.25,1.0897247358851685,-0.027126099706744858,0.0625,-0.25806451612903225,4.358898943540674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqxbk107,女,汉族,共青团员,610000,通信工程学院,通信工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.0054985337243401745,0.03125,-0.06451612903225806,5.5677643628300215,1362.0,42.5625,33.45046477629272,0.3925953079178884,0.875,51.03225806451613,0.7859140035546013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29515418502202645,14.428046989720999,0.0,0.0,0.0,0.0,0.0,-42.5,-0.29515418502202645,0.0,0.0,10.34375,0.0,0.0,0.39227999999999996,0,0,0,0,train
pjxyqwbj950,男,汉族,共青团员,320000,计算机科学与技术学院,计算机科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1875,0.7680128579652817,-0.018695014662756592,0.0625,-0.1935483870967742,4.096068575814836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjwtqxbj939,男,汉族,群众,610000,生命科学技术学院,生物技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.006964809384164225,0.03125,-0.06451612903225806,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.507,1,1,0,0,train
pjxtzxfj981,男,汉族,中国共产党党员,370000,光电工程学院,电子科学与技术（第二学士学位）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.00476539589442815,0.03125,-0.06451612903225806,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.507,1,1,0,0,train
pjxxzxkj990,男,汉族,共青团员,610000,通信工程学院,通信工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1875,0.7680128579652817,-0.01796187683284457,0.0625,-0.1935483870967742,4.096068575814836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
